path,touched_at_runtime,reasons,reachable_from_main,is_src,is_test,is_archive,is_gui,category,package
tests/test_preferences_manager.py,false,,false,false,true,false,false,C_TEST,
tests/test_prompt_editor.py,false,,false,false,true,false,false,C_TEST,
tests/test_prompt_pack_list_manager.py,false,,false,false,true,false,false,C_TEST,
tests/test_prompt_pack_panel.py,false,,false,false,true,false,false,C_TEST,
tests/test_stage_chooser.py,false,,false,false,true,false,false,C_TEST,
tests/test_state.py,false,,false,false,true,false,false,C_TEST,
tests/test_structured_logger.py,false,,false,false,true,false,false,C_TEST,
tests/test_txt2img_stage.py,false,,false,false,true,false,false,C_TEST,
tests/test_video.py,false,,false,false,true,false,false,C_TEST,
tests/utils/test_aesthetic_detection.py,false,,false,false,true,false,false,C_TEST,
tests/utils/test_config_manager_defaults.py,false,,false,false,true,false,false,C_TEST,
tests/utils/test_no_gui_imports_in_utils.py,false,,false,false,true,false,false,C_TEST,
tests/utils/test_prompt_packs.py,false,,false,false,true,false,false,C_TEST,
tests/utils/test_prompt_randomizer.py,false,,false,false,true,false,false,C_TEST,
tests/utils/test_randomizer_import_isolation.py,false,,false,false,true,false,false,C_TEST,
tests/utils/test_randomizer_matrix_base_prompt.py,false,,false,false,true,false,false,C_TEST,
tests/utils/test_randomizer_matrix_prompt_modes.py,false,,false,false,true,false,false,C_TEST,
tests/utils/test_randomizer_parity.py,false,,false,false,true,false,false,C_TEST,
tests/utils/test_randomizer_sanitization.py,false,,false,false,true,false,false,C_TEST,
